Protocol Name	Sample ID	Cell line	Cell Type	NF2 status	AC50 (uM)	CRC	Max Resp	Log AC50 (M)	Sample Name	AUC	AUC Fit	Gene Symbol
s-nf2-HS12-1	NCGC00166088-05	HS12	schwannoma	NF2 expressing 		4	97.065		Decitabine	460.99	460.252	DNMT1
s-nf2-HS12-1	NCGC00166111-04	HS12	schwannoma	NF2 expressing 		4	97.424		Estriol	492.555		ESR1
s-nf2-HS12-1	NCGC00166125-01	HS12	schwannoma	NF2 expressing 		4	112.584		Meglumine	461.901	460.887	
s-nf2-HS12-1	NCGC00166281-02	HS12	schwannoma	NF2 expressing 		4	96.323		Quinine	453.22	452.549	
s-nf2-HS12-1	NCGC00166294-02	HS12	schwannoma	NF2 expressing 		4	106.47		Sparfloxacin	490.661	489.403	TOP2B
s-nf2-HS12-1	NCGC00166310-03	HS12	schwannoma	NF2 expressing 		4	97.504		Marbofloxacin	500.423	500.776	
s-nf2-HS12-1	NCGC00166323-03	HS12	schwannoma	NF2 expressing 	16.626107	-2.2	68.007	-4.7792	Trifluridine	483.53	483.961	TYMS
s-nf2-HS12-1	NCGC00166413-03	HS12	schwannoma	NF2 expressing 		4	93.502		Argatroban	488.19	488.101	
s-nf2-HS12-1	NCGC00167328-02	HS12	schwannoma	NF2 expressing 		4	82.935		Aloxistatin	474.274		CAPN1
s-nf2-HS12-1	NCGC00167403-03	HS12	schwannoma	NF2 expressing 	0.186548	-1.2	20.397	-6.7292	Pluripotin	330.109	326.729	RASAL1
s-nf2-HS12-1	NCGC00167429-05	HS12	schwannoma	NF2 expressing 		4	102.45		Temozolomide	496.904	499.007	TOP2A
s-nf2-HS12-1	NCGC00167430-03	HS12	schwannoma	NF2 expressing 	37.221216	-2.4	76.794	-4.4292	Tioconazole	478.012	476.929	
s-nf2-HS12-1	NCGC00167431-02	HS12	schwannoma	NF2 expressing 	0.166261	-1.2	15.866	-6.7792	Rifapentine	214.235	216.715	PRKDC
s-nf2-HS12-1	NCGC00167433-02	HS12	schwannoma	NF2 expressing 		4	106.774		Rocuronium bromide	514.585	514.338	
s-nf2-HS12-1	NCGC00167438-02	HS12	schwannoma	NF2 expressing 		4	110.412		Trospium chloride	513.956	513.209	
s-nf2-HS12-1	NCGC00167441-03	HS12	schwannoma	NF2 expressing 		4	106.156		Pramipexole hydrochloride	499.191		DRD3
s-nf2-HS12-1	NCGC00167453-02	HS12	schwannoma	NF2 expressing 		4	106.779		Clinofibrate	547.658		
s-nf2-HS12-1	NCGC00167466-03	HS12	schwannoma	NF2 expressing 	10.490364	-3	95.275	-4.9792	Lomustine	494.964	492.29	
s-nf2-HS12-1	NCGC00167467-04	HS12	schwannoma	NF2 expressing 		4	98.727		Vecuronium bromide	476.127	476.897	
s-nf2-HS12-1	NCGC00167472-02	HS12	schwannoma	NF2 expressing 		4	103.05		Amlexanox	490.722	489.791	
s-nf2-HS12-1	NCGC00167485-02	HS12	schwannoma	NF2 expressing 		4	100.119		Doripenem	502.75	502.71	
s-nf2-HS12-1	NCGC00167487-01	HS12	schwannoma	NF2 expressing 	20.931028	-2.2	47.043	-4.6792	Bicalutamide	462.513	462.101	AR
s-nf2-HS12-1	NCGC00167488-03	HS12	schwannoma	NF2 expressing 	26.350603	-2.1	6.157	-4.5792	Sorafenib	465.063	464.96	FLT1
s-nf2-HS12-1	NCGC00167490-02	HS12	schwannoma	NF2 expressing 		4	93.21		Lumefantrine	480.157	479.059	
s-nf2-HS12-1	NCGC00167491-02	HS12	schwannoma	NF2 expressing 		4	97.303		Lenalidomide	535.908	535.315	TNF
s-nf2-HS12-1	NCGC00167493-04	HS12	schwannoma	NF2 expressing 		4	105.871		Manidipine dihydrochloride	487.297	488.678	
s-nf2-HS12-1	NCGC00167496-02	HS12	schwannoma	NF2 expressing 	16.626107	-2.1	20.44	-4.7792	Methylene blue	444.206	444.288	
s-nf2-HS12-1	NCGC00167503-02	HS12	schwannoma	NF2 expressing 	0.263506	-1.2	76.831	-6.5792	Aclarubicin	473.901	473.798	TOP2A
s-nf2-HS12-1	NCGC00167506-03	HS12	schwannoma	NF2 expressing 	33.173444	-3	62.933	-4.4792	Pimecrolimus	432.452	433.794	
s-nf2-HS12-1	NCGC00167507-03	HS12	schwannoma	NF2 expressing 		4	96.099		Lapatinib	537.456	535.316	EGFR
s-nf2-HS12-1	NCGC00167513-03	HS12	schwannoma	NF2 expressing 	20.931028	-2.1	9.382	-4.6792	Vandetanib	443.449	447.223	EGFR
s-nf2-HS12-1	NCGC00167518-03	HS12	schwannoma	NF2 expressing 		4	59.832		Temsirolimus	336.097	335.069	MTOR
s-nf2-HS12-1	NCGC00167519-04	HS12	schwannoma	NF2 expressing 		4	105.616		Ramatroban	540.594	541.011	PTGDR2
s-nf2-HS12-1	NCGC00167520-03	HS12	schwannoma	NF2 expressing 		4	101.642		Cilomilast	490.759	489.86	PDE4A
s-nf2-HS12-1	NCGC00167524-03	HS12	schwannoma	NF2 expressing 		4	100.13		Amorolfine hydrochloride	450.589	450.752	
s-nf2-HS12-1	NCGC00167525-03	HS12	schwannoma	NF2 expressing 		4	96.257		Tazarotene	441.443		RARB
s-nf2-HS12-1	NCGC00167526-03	HS12	schwannoma	NF2 expressing 		4	95.358		Camostat mesylate	450.871		
s-nf2-HS12-1	NCGC00167531-03	HS12	schwannoma	NF2 expressing 		4	104.362		Rivastigmine tartrate	547.387	545.284	ACHE
s-nf2-HS12-1	NCGC00167532-01	HS12	schwannoma	NF2 expressing 		4	98.825		Balofloxacin	517.585	516.664	
s-nf2-HS12-1	NCGC00167533-03	HS12	schwannoma	NF2 expressing 	26.350603	-2.1	7.434	-4.5792	Vardenafil	474.561	473.846	PDE5A
s-nf2-HS12-1	NCGC00167535-01	HS12	schwannoma	NF2 expressing 		4	111.872		Tenofovir disoproxil fumarate	505.673		TERT
s-nf2-HS12-1	NCGC00167558-01	HS12	schwannoma	NF2 expressing 	0.002957	1.1	104.997	-8.5292	Fleroxacin	413.106	414.056	
s-nf2-HS12-1	NCGC00167565-01	HS12	schwannoma	NF2 expressing 		4	96.336		Carbazochrome sodium sulfonate	488.168	487.315	
s-nf2-HS12-1	NCGC00167739-03	HS12	schwannoma	NF2 expressing 	23.485	-3	49.522	-4.6292	GW-4064X	489.232	487.464	
s-nf2-HS12-1	NCGC00167740-01	HS12	schwannoma	NF2 expressing 		4	102.186		Costunolide	537.532	535.498	TERT
s-nf2-HS12-1	NCGC00167746-01	HS12	schwannoma	NF2 expressing 		4	93.994		PNU-120596	487.991	488.222	CHRNA7
s-nf2-HS12-1	NCGC00167751-03	HS12	schwannoma	NF2 expressing 		4	94.148		SSR-69071	480.665	478.761	ELA2
s-nf2-HS12-1	NCGC00167767-03	HS12	schwannoma	NF2 expressing 	23.485	-2.1	14.367	-4.6292	IKK16	465.695	464.887	IKBKB
s-nf2-HS12-1	NCGC00167768-02	HS12	schwannoma	NF2 expressing 	5.257637	-1.4	64.99	-5.2792	KI-8751	408.496	416.844	FLT1
s-nf2-HS12-1	NCGC00167773-03	HS12	schwannoma	NF2 expressing 	2.3485	-1.1	26.336	-5.6292	TPCA-1	404.104	401.757	IKBKB
s-nf2-HS12-1	NCGC00167781-07	HS12	schwannoma	NF2 expressing 		4	103.126		Cetirizine hydrochloride	511.775	517.044	HRH1
s-nf2-HS12-1	NCGC00167785-02	HS12	schwannoma	NF2 expressing 	26.350603	-3	12.84	-4.5792	PAC-1	470.008	469.65	CASP3
s-nf2-HS12-1	NCGC00167798-02	HS12	schwannoma	NF2 expressing 		4	107.13		Oxaliplatin	518.887	518.395	
s-nf2-HS12-1	NCGC00167801-01	HS12	schwannoma	NF2 expressing 		4	97.107		CL 82198	504.844	506.645	MMP13
s-nf2-HS12-1	NCGC00167803-03	HS12	schwannoma	NF2 expressing 		4	80.732		GSI-9	429.388	428.871	NOTCH1
s-nf2-HS12-1	NCGC00167805-02	HS12	schwannoma	NF2 expressing 		4	105.51		Ivachtin	471.039	470.575	CASP3
s-nf2-HS12-1	NCGC00167811-03	HS12	schwannoma	NF2 expressing 		4	92.801		GW-9508	465.474	463.74	FFAR1
s-nf2-HS12-1	NCGC00167831-01	HS12	schwannoma	NF2 expressing 	0.468587	-1.1	12.574	-6.3292	SN-38	335.586	335.849	TOP1
s-nf2-HS12-1	NCGC00167832-04	HS12	schwannoma	NF2 expressing 		4	97.441		Carvedilol	451.124		ADRB1
s-nf2-HS12-1	NCGC00167967-01	HS12	schwannoma	NF2 expressing 		4	94.886		Telithromycin	499.136	498.52	
s-nf2-HS12-1	NCGC00167971-03	HS12	schwannoma	NF2 expressing 		4	104.579		Tiotropium bromide	514.317	512.939	
s-nf2-HS12-1	NCGC00167977-03	HS12	schwannoma	NF2 expressing 		4	87.427		Bicalutamide	496.274	495.841	AR
s-nf2-HS12-1	NCGC00167978-02	HS12	schwannoma	NF2 expressing 		4	109.749		Ceftiofur hydrochloride	495.029	493.454	
s-nf2-HS12-1	NCGC00167982-02	HS12	schwannoma	NF2 expressing 	20.931028	-2.1	5.182	-4.6792	Pirarubicin	463.425	465.979	TOP2A
s-nf2-HS12-1	NCGC00168041-01	HS12	schwannoma	NF2 expressing 		4	93.208		Dextromethorphan hydrobromide	460.205	460.35	GRIN2A
s-nf2-HS12-1	NCGC00168085-02	HS12	schwannoma	NF2 expressing 	16.626107	-2.2	28.576	-4.7792	Suberoylanilide hydroxamic acid	422.848	421.401	HDAC1
s-nf2-HS12-1	NCGC00168108-02	HS12	schwannoma	NF2 expressing 		4	96.224		AG-14361	478.409		PARP1
s-nf2-HS12-1	NCGC00168109-01	HS12	schwannoma	NF2 expressing 		4	100.407		Secin H3	521.527	523.462	ARHGEF1
s-nf2-HS12-1	NCGC00168110-01	HS12	schwannoma	NF2 expressing 	13.206586	-2.2	51.877	-4.8792	Tozasertib	495.857	494.311	AURKA
s-nf2-HS12-1	NCGC00168114-03	HS12	schwannoma	NF2 expressing 	1.662611	-1.2	29.297	-5.7792	IC-87114	312.191	311.754	PIK3CA
s-nf2-HS12-1	NCGC00168459-04	HS12	schwannoma	NF2 expressing 		4	81.978		NCGC00168459-01	442.037	442.339	PDE4A
s-nf2-HS12-1	NCGC00168759-04	HS12	schwannoma	NF2 expressing 		4	100.094		PTC-124	519.771		CFTR
s-nf2-HS12-1	NCGC00168773-01	HS12	schwannoma	NF2 expressing 		4	93.967		Darunavir	514.538	514.455	
s-nf2-HS12-1	NCGC00168774-01	HS12	schwannoma	NF2 expressing 		4	100.045		Rasagiline mesylate	497.194	496.649	MAOB
s-nf2-HS12-1	NCGC00168781-01	HS12	schwannoma	NF2 expressing 		4	100.488		Tadalafil	495.617		PDE5A
s-nf2-HS12-1	NCGC00168784-01	HS12	schwannoma	NF2 expressing 	0.104904	-1.2	54.752	-6.9792	Gemcitabine hydrochloride	388.029	384.804	RRM2
s-nf2-HS12-1	NCGC00168785-02	HS12	schwannoma	NF2 expressing 		4	70.089		Diclazuril	459.176	459.134	
s-nf2-HS12-1	NCGC00168853-03	HS12	schwannoma	NF2 expressing 		4	104.082		Lupeol	476.56	475.795	
s-nf2-HS12-1	NCGC00169145-02	HS12	schwannoma	NF2 expressing 		4	99.859		Salidroside	490.949	492.602	APP
s-nf2-HS12-1	NCGC00169864-03	HS12	schwannoma	NF2 expressing 		4	106.358		Sesamin	476.65	476.77	NFKB1
s-nf2-HS12-1	NCGC00173359-06	HS12	schwannoma	NF2 expressing 		4	95.745		Tetrahydroberberine	478.127		
s-nf2-HS12-1	NCGC00174736-02	HS12	schwannoma	NF2 expressing 		4	97.368		Uridine triacetate	485.365	485.571	
s-nf2-HS12-1	NCGC00177979-03	HS12	schwannoma	NF2 expressing 	16.626107	-2.2	62.466	-4.7792	Azelastine hydrochloride	452.242	449.299	HRH1
s-nf2-HS12-1	NCGC00177986-04	HS12	schwannoma	NF2 expressing 		4	103.237		Pefloxacin	512.511	514.484	
s-nf2-HS12-1	NCGC00177995-04	HS12	schwannoma	NF2 expressing 		4	102.237		Sarafloxacin hydrochloride	530.509	528.898	
s-nf2-HS12-1	NCGC00178054-05	HS12	schwannoma	NF2 expressing 		4	94.487		Clarithromycin	482.486	481.717	
s-nf2-HS12-1	NCGC00178127-04	HS12	schwannoma	NF2 expressing 		4	90.087		Ramipril	494.769	496.602	ACE
s-nf2-HS12-1	NCGC00178319-07	HS12	schwannoma	NF2 expressing 	13.206586	-2.2	73.962	-4.8792	Thiamphenicol	483.537	481.983	
s-nf2-HS12-1	NCGC00178483-04	HS12	schwannoma	NF2 expressing 		4	104.1		Limonin	519.94	519.405	
s-nf2-HS12-1	NCGC00178499-03	HS12	schwannoma	NF2 expressing 	0.001482	1.2	106.85	-8.8292	Cefdinir	469.051	470.771	
s-nf2-HS12-1	NCGC00178520-05	HS12	schwannoma	NF2 expressing 		4	108.285		Bromhexine hydrochloride	494.242	494.228	
s-nf2-HS12-1	NCGC00178529-03	HS12	schwannoma	NF2 expressing 		4	93.369		Levofloxacin	470.997		TOP2B
s-nf2-HS12-1	NCGC00178638-04	HS12	schwannoma	NF2 expressing 		4	108.603		Valaciclovir	495.294		
s-nf2-HS12-1	NCGC00178697-05	HS12	schwannoma	NF2 expressing 	2.093103	-2.2	33.819	-5.6792	Irinotecan	416.661	412.671	TOP1
s-nf2-HS12-1	NCGC00178698-04	HS12	schwannoma	NF2 expressing 		4	104.016		Oseltamivir phosphate	478.374	477.609	
s-nf2-HS12-1	NCGC00178707-03	HS12	schwannoma	NF2 expressing 		4	101.644		Ramelteon	516.693		MTNR1A
s-nf2-HS12-1	NCGC00178734-03	HS12	schwannoma	NF2 expressing 		4	100.488		Sitagliptin	510.373		DPP4
s-nf2-HS12-1	NCGC00178840-06	HS12	schwannoma	NF2 expressing 		4	104.939		Sodium cloxacillin	516.41	518.487	
s-nf2-HS12-1	NCGC00178852-06	HS12	schwannoma	NF2 expressing 		4	104.722		Tobramycin	517.501	517.815	
s-nf2-HS12-1	NCGC00178913-04	HS12	schwannoma	NF2 expressing 	2.63506	-1.1	6.182	-5.5792	Tripterin	405.22	402.686	HSP90AB1
s-nf2-HS12-1	NCGC00179034-08	HS12	schwannoma	NF2 expressing 	26.350603	-3	57.768	-4.5792	Pentamidine isethionate	492.376	492.162	
s-nf2-HS12-1	NCGC00179244-04	HS12	schwannoma	NF2 expressing 		4	100.657		Dorzolamide hydrochloride	513.92	512.391	CA2
s-nf2-HS12-1	NCGC00179250-04	HS12	schwannoma	NF2 expressing 		4	78.836		Halofantrine	444.832	443.905	
s-nf2-HS12-1	NCGC00179302-02	HS12	schwannoma	NF2 expressing 		4	88.288		Indirubin	500.681	499.587	CDK1
s-nf2-HS12-1	NCGC00179308-05	HS12	schwannoma	NF2 expressing 		4	92.894		Fluticasone propionate	451.043		
s-nf2-HS12-1	NCGC00179341-02	HS12	schwannoma	NF2 expressing 		4	101.971		Ondansetron	496.417		HTR3A
s-nf2-HS12-1	NCGC00179363-04	HS12	schwannoma	NF2 expressing 		4	53.35		Ursodiol	344.728		
s-nf2-HS12-1	NCGC00179435-07	HS12	schwannoma	NF2 expressing 		4	103.276		Ifomide	496.431	497.139	
s-nf2-HS12-1	NCGC00179454-04	HS12	schwannoma	NF2 expressing 	0.181796	-1.2	33.61	-6.7404	Monensin sodium salt	373.873	374.089	
s-nf2-HS12-1	NCGC00179501-04	HS12	schwannoma	NF2 expressing 	0.001321	1.1	100.533	-8.8792	Methyl Hesperidin	425.822	426.527	
s-nf2-HS12-1	NCGC00179501-05	HS12	schwannoma	NF2 expressing 		4	96.809		Methyl Hesperidin	455.494	454.991	
s-nf2-HS12-1	NCGC00179504-06	HS12	schwannoma	NF2 expressing 	14.818033	-2.2	58.756	-4.8292	Etoposide	422.121	421.723	TOP2A
s-nf2-HS12-1	NCGC00179511-04	HS12	schwannoma	NF2 expressing 	20.931028	-2.4	76.171	-4.6792	Racecadotril	492.374	491.712	
s-nf2-HS12-1	NCGC00179578-04	HS12	schwannoma	NF2 expressing 		4	85.512		Mometasone furoate	460.492	462.929	
s-nf2-HS12-1	NCGC00179596-04	HS12	schwannoma	NF2 expressing 	37.221216	-3	66.511	-4.4292	Butoconazole nitrate	468.109	466.693	
s-nf2-HS12-1	NCGC00179642-04	HS12	schwannoma	NF2 expressing 	33.173444	-2.4	75.914	-4.4792	Isoconazole nitrate	491.851	490.633	
s-nf2-HS12-1	NCGC00179649-07	HS12	schwannoma	NF2 expressing 		4	94.747		Prednisolone	497.559	499.488	
s-nf2-HS12-1	NCGC00179673-04	HS12	schwannoma	NF2 expressing 		4	88.748		Idoxuridine	485.049	485.542	
s-nf2-HS12-1	NCGC00181000-03	HS12	schwannoma	NF2 expressing 		4	103.043		Suplatast tosilate	484.012	485.515	
s-nf2-HS12-1	NCGC00181002-02	HS12	schwannoma	NF2 expressing 		4	91.521		Cinacalcet hydrochloride	484.12	483.482	CASR
s-nf2-HS12-1	NCGC00181011-01	HS12	schwannoma	NF2 expressing 		4	105.16		Gimeracil	543.952	542.037	DPYD
s-nf2-HS12-1	NCGC00181013-01	HS12	schwannoma	NF2 expressing 		4	93.783		Mizolastine	483.999	484.519	HRH1
s-nf2-HS12-1	NCGC00181016-03	HS12	schwannoma	NF2 expressing 		4	85.961		Bexarotene	456.491	454.776	RXRA
s-nf2-HS12-1	NCGC00181033-02	HS12	schwannoma	NF2 expressing 		4	85.827		Taltirelin	505.296	505.199	TRHR
s-nf2-HS12-1	NCGC00181098-01	HS12	schwannoma	NF2 expressing 		4	110.614		Nelarabine	531.46		
s-nf2-HS12-1	NCGC00181111-01	HS12	schwannoma	NF2 expressing 		4	74.358		Tamibarotene	438.677	437.948	RARB
s-nf2-HS12-1	NCGC00181129-05	HS12	schwannoma	NF2 expressing 	0.023485	-1.2	40.165	-7.6292	Dasatinib	297.692	296.328	ABL1
s-nf2-HS12-1	NCGC00181131-02	HS12	schwannoma	NF2 expressing 		4	70.572		Epothilone B	283.417	284.155	TUBB
s-nf2-HS12-1	NCGC00181152-01	HS12	schwannoma	NF2 expressing 		4	105.62		Nedaplatin	545.618	547.027	
s-nf2-HS12-1	NCGC00181166-01	HS12	schwannoma	NF2 expressing 		4	99.02		Sodium 2-mercaptoethanesulfonate	459.123		
s-nf2-HS12-1	NCGC00181170-03	HS12	schwannoma	NF2 expressing 		4	114.313		Bendamustine	549.216	549.744	XRCC1
s-nf2-HS12-1	NCGC00181296-01	HS12	schwannoma	NF2 expressing 	3.317344	-1.4	15.955	-5.4792	"(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic acid"	261.922	254.333	TBXA2R
s-nf2-HS12-1	NCGC00181303-02	HS12	schwannoma	NF2 expressing 		4	110.1		Neomycin sulfate	525.525		
s-nf2-HS12-1	NCGC00181304-01	HS12	schwannoma	NF2 expressing 	37.221216	-2.4	85.618	-4.4292	Imexon	533.077	535.181	RRM1
s-nf2-HS12-1	NCGC00181306-03	HS12	schwannoma	NF2 expressing 		4	68.496		Docetaxel	305.484		TUBB
s-nf2-HS12-1	NCGC00181336-03	HS12	schwannoma	NF2 expressing 	0.589917	-1.2	46.194	-6.2292	2-Fluoroadenosine	321.411	326.032	PNP
s-nf2-HS12-1	NCGC00181343-01	HS12	schwannoma	NF2 expressing 		4	89.509		Ivabradine hydrochloride	507.363	508.258	HCN
s-nf2-HS12-1	NCGC00181345-01	HS12	schwannoma	NF2 expressing 		4	96.419		Temocapril hydrochloride	520.433	522.227	ACE
s-nf2-HS12-1	NCGC00181349-01	HS12	schwannoma	NF2 expressing 		4	99.343		Strontium ranelate heptahydrate	438.197	438.379	CASR
s-nf2-HS12-1	NCGC00181350-02	HS12	schwannoma	NF2 expressing 	1.481803	-2.4	83.116	-5.8292	Vatalanib dihydrochloride	468.567	468.223	VEGFA
s-nf2-HS12-1	NCGC00181754-01	HS12	schwannoma	NF2 expressing 	16.626107	-2.2	42.636	-4.7792	Deferasirox	459.153	459.578	
s-nf2-HS12-1	NCGC00181765-01	HS12	schwannoma	NF2 expressing 		4	85.663		Pranlukast	440.123	439.703	CYSLTR1
s-nf2-HS12-1	NCGC00181767-01	HS12	schwannoma	NF2 expressing 		4	91.316		Tolcapone	475.973	476.1	COMT
s-nf2-HS12-1	NCGC00181771-01	HS12	schwannoma	NF2 expressing 		4	87.055		Ibutilide fumarate	474.46	474.251	
s-nf2-HS12-1	NCGC00181785-01	HS12	schwannoma	NF2 expressing 	18.654798	-2.2	67.559	-4.7292	Aprepitant	470.971	469.968	TACR1
s-nf2-HS12-1	NCGC00181786-03	HS12	schwannoma	NF2 expressing 	18.654798	-2.2	59.596	-4.7292	Naratriptan hydrochloride	435.77	436.247	HTR1B
s-nf2-HS12-1	NCGC00181796-01	HS12	schwannoma	NF2 expressing 		4	97.816		Octreotide	444.428	445.026	SSTR1
s-nf2-HS12-1	NCGC00182037-01	HS12	schwannoma	NF2 expressing 		4	115.59		Alacepril	530.065		ACE
s-nf2-HS12-1	NCGC00182045-02	HS12	schwannoma	NF2 expressing 		4	102.392		Pentostatin	526.014	525.973	ADA
s-nf2-HS12-1	NCGC00182047-02	HS12	schwannoma	NF2 expressing 		4	73.477		Fludarabine phosphate	440.334	438.738	
s-nf2-HS12-1	NCGC00182051-02	HS12	schwannoma	NF2 expressing 		4	91.328		R406	457.049		SYK
s-nf2-HS12-1	NCGC00182052-03	HS12	schwannoma	NF2 expressing 	13.206586	-2.4	76.232	-4.8792	SRT1720	447.104	445.912	SIRT1
s-nf2-HS12-1	NCGC00182055-02	HS12	schwannoma	NF2 expressing 		4	108.521		Bazedoxifene	496.301	497.567	ER
s-nf2-HS12-1	NCGC00182058-03	HS12	schwannoma	NF2 expressing 	11.770382	-2.2	59.871	-4.9292	1-alpha-Hydroxyergocalciferol	507.567	506.302	VDR
s-nf2-HS12-1	NCGC00182059-02	HS12	schwannoma	NF2 expressing 		4	92.958		Febuxostat	488.243	489.168	XDH
s-nf2-HS12-1	NCGC00182077-02	HS12	schwannoma	NF2 expressing 		4	88.729		Roxithromycin	452.718	452.759	
s-nf2-HS12-1	NCGC00182084-01	HS12	schwannoma	NF2 expressing 		4	97.778		Clorsulon	479.643		
s-nf2-HS12-1	NCGC00182549-02	HS12	schwannoma	NF2 expressing 		4	92.061		Vicriviroc maleate	473.971	473.968	CCR5
s-nf2-HS12-1	NCGC00182552-03	HS12	schwannoma	NF2 expressing 		4	96.217		Atazanavir sulfate	512.194	510.381	
s-nf2-HS12-1	NCGC00182554-02	HS12	schwannoma	NF2 expressing 	0.005899	1.4	95.315	-8.2292	Latrepirdine hydrochloride	497.55	497.491	GRIN2A
s-nf2-HS12-1	NCGC00182713-01	HS12	schwannoma	NF2 expressing 	2.63506	-1.4	87.638	-5.5792	Canertinib	496.616	497.147	EGFR
s-nf2-HS12-1	NCGC00182851-01	HS12	schwannoma	NF2 expressing 	7.426609	2.4	103.722	-5.1292	Meprednisone	437.791	437.413	
s-nf2-HS12-1	NCGC00182868-02	HS12	schwannoma	NF2 expressing 	0.104904	-1.2	80.262	-6.9792	Daporinad	348.061	348.918	NAMPT
s-nf2-HS12-1	NCGC00182965-04	HS12	schwannoma	NF2 expressing 		4	111.004		Biperiden	476.637	475.302	
s-nf2-HS12-1	NCGC00183001-01	HS12	schwannoma	NF2 expressing 	0.001865	1.2	98.163	-8.7292	Tolvaptan	487.923	486.252	AVPR2
s-nf2-HS12-1	NCGC00183036-02	HS12	schwannoma	NF2 expressing 		4	103.531		Cephradine	463.553	463.904	
s-nf2-HS12-1	NCGC00183039-01	HS12	schwannoma	NF2 expressing 		4	99.587		Nystatin	514.494	514.062	
s-nf2-HS12-1	NCGC00183044-01	HS12	schwannoma	NF2 expressing 		4	101.915		Minocycline	527.19	526.194	
s-nf2-HS12-1	NCGC00183095-01	HS12	schwannoma	NF2 expressing 		4	98.341		Tigecycline	518.668		
s-nf2-HS12-1	NCGC00183105-01	HS12	schwannoma	NF2 expressing 		4	91.316		Lubiprostone	488.659	487.37	CLCN2
s-nf2-HS12-1	NCGC00183109-02	HS12	schwannoma	NF2 expressing 	18.654798	-2.4	75.865	-4.7292	Maraviroc	472.875	472.623	CCR5
s-nf2-HS12-1	NCGC00183128-01	HS12	schwannoma	NF2 expressing 		4	95.345		Glycyrrhizin	454.459	454.482	
s-nf2-HS12-1	NCGC00183130-01	HS12	schwannoma	NF2 expressing 	13.206586	-2.4	73.157	-4.8792	Ritonavir	457.538	456.435	
s-nf2-HS12-1	NCGC00183285-04	HS12	schwannoma	NF2 expressing 		4	117.443		Nilotinib	522.557	522.891	ABL1
s-nf2-HS12-1	NCGC00183361-01	HS12	schwannoma	NF2 expressing 		4	106.697		Oxacillin sodium salt	522.125	521.816	
s-nf2-HS12-1	NCGC00183362-01	HS12	schwannoma	NF2 expressing 		4	94.954		Pentagastrin	495.605	495.808	
s-nf2-HS12-1	NCGC00183434-03	HS12	schwannoma	NF2 expressing 		4	110.412		NCGC00183434-01	591.035	591.191	CASP1
s-nf2-HS12-1	NCGC00183677-03	HS12	schwannoma	NF2 expressing 	23.485	-2.2	26.322	-4.6292	Hypothemycin	448.297	446.327	MAP2K1
s-nf2-HS12-1	NCGC00183682-01	HS12	schwannoma	NF2 expressing 		4	99.719		VX-765	472.919		CASP1
s-nf2-HS12-1	NCGC00183808-06	HS12	schwannoma	NF2 expressing 		4	92.453		NCGC00183808-01	519.942	518.373	JARID2
s-nf2-HS12-1	NCGC00183837-01	HS12	schwannoma	NF2 expressing 	16.626107	-2.1	5.193	-4.7792	Monatepil	427.186	425.359	
s-nf2-HS12-1	NCGC00183844-01	HS12	schwannoma	NF2 expressing 		4	96.216		Sitafloxacin	524.838	523.178	TOP2B
s-nf2-HS12-1	NCGC00183848-01	HS12	schwannoma	NF2 expressing 		4	101.163		Troxacitabine	535.939		
s-nf2-HS12-1	NCGC00183867-01	HS12	schwannoma	NF2 expressing 		4	103.581		Aloin	490.486		
s-nf2-HS12-1	NCGC00183873-01	HS12	schwannoma	NF2 expressing 		4	99.917		Granisetron hydrochloride	519.583	518.602	HTR3A
s-nf2-HS12-1	NCGC00183875-01	HS12	schwannoma	NF2 expressing 		4	63.743		rac Nebivolol hydrochloride	365.835		ADRB1
s-nf2-HS12-1	NCGC00183876-01	HS12	schwannoma	NF2 expressing 		4	94.749		Tenofovir disoproxil fumarate	471.609		TERT
s-nf2-HS12-1	NCGC00183878-01	HS12	schwannoma	NF2 expressing 		4	101.59		Zaltoprofen	472.596	472.384	PTGS1
s-nf2-HS12-1	NCGC00183881-01	HS12	schwannoma	NF2 expressing 		4	110.496		Moxifloxacin hydrochloride monohydrate	493.246	492.33	TOP2B
s-nf2-HS12-1	NCGC00183912-01	HS12	schwannoma	NF2 expressing 		4	89.042		FR-180204	462.969	462.48	MAPK7
s-nf2-HS12-1	NCGC00184994-03	HS12	schwannoma	NF2 expressing 		4	94.59		Cidofovir	550.793	555.206	
s-nf2-HS12-1	NCGC00184997-01	HS12	schwannoma	NF2 expressing 		4	105.188		Raltegravir	547.054	546.625	
s-nf2-HS12-1	NCGC00185000-03	HS12	schwannoma	NF2 expressing 	20.931028	-2.2	54.369	-4.6792	Afatinib	499.013	496.442	EGFR
s-nf2-HS12-1	NCGC00185053-01	HS12	schwannoma	NF2 expressing 		4	100.305		NCGC00185053	504.001		ALOX15
s-nf2-HS12-1	NCGC00185071-02	HS12	schwannoma	NF2 expressing 		4	97.666		Calcium folinate	470.665	470.536	
s-nf2-HS12-1	NCGC00185090-03	HS12	schwannoma	NF2 expressing 	16.626107	-2.2	59.767	-4.7792	NCGC00185090-04	470.283	470.622	APE1
s-nf2-HS12-1	NCGC00185736-01	HS12	schwannoma	NF2 expressing 	2.093103	-2.4	86.305	-5.6792	Posaconazole	473.92	473.963	CYP51A1
